monster_1,monster_2,win_pct_1,win_pct_2,underdog_pct
Giant Goat,Satyr,34.8,65.2,34.8
Giant Poisonous Snake,Priest,65.2,34.8,34.8
Goblin,Wolf,34.8,65.2,34.8
Hobgoblin,Rust Monster,34.8,65.2,34.8
Spy,"Wererat, Human Form",34.8,65.2,34.8
Tyrannosaurus Rex,Young Red Dragon,65.2,34.8,34.8
Bandit,Magmin,34.7,65.3,34.7
Boar,Cultist,65.3,34.7,34.7
Brass Dragon Wyrmling,Duergar,34.7,65.3,34.7
Bugbear,White Dragon Wyrmling,65.3,34.7,34.7
Cloaker,Minotaur Skeleton,34.7,65.3,34.7
Darkmantle,Swarm of Spiders,34.7,65.3,34.7
Giant Goat,Harpy,34.7,65.3,34.7
Giant Octopus,Mimic,65.3,34.7,34.7
Giant Poisonous Snake,Lizardfolk,34.7,65.3,34.7
Giant Rat,Giant Wolf Spider,34.7,65.3,34.7
Gibbering Mouther,Winter Wolf,34.7,65.3,34.7
Gray Ooze,Pony,65.3,34.7,34.7
Guardian Naga,Shambling Mound,34.7,65.3,34.7
Invisible Stalker,Minotaur Skeleton,65.3,34.7,34.7
Invisible Stalker,Red Dragon Wyrmling,65.3,34.7,34.7
Mastiff,Stirge,65.3,34.7,34.7
Minotaur Skeleton,Plesiosaurus,65.3,34.7,34.7
Rust Monster,Specter,34.7,65.3,34.7
Swarm of Ravens,"Wererat, Hybrid Form",65.3,34.7,34.7
Bone Devil,Night Hag,65.4,34.6,34.6
Camel,Giant Rat (Diseased),65.4,34.6,34.6
Cult Fanatic,Reef Shark,34.6,65.4,34.6
Efreeti,Young Blue Dragon,65.4,34.6,34.6
Ghast,"Werewolf, Wolf Form",65.4,34.6,34.6
Giant Badger,Magmin,34.6,65.4,34.6
Giant Goat,Reef Shark,65.4,34.6,34.6
Giant Owl,Swarm of Wasps,34.6,65.4,34.6
Killer Whale,Shambling Mound,34.6,65.4,34.6
Medusa,"Wereboar, Human Form",65.4,34.6,34.6
Ochre Jelly,"Werewolf, Hybrid Form",34.6,65.4,34.6
Phase Spider,Tiger,34.6,65.4,34.6
Reef Shark,Swarm of Beetles,34.6,65.4,34.6
"Vampire, Bat Form",Xorn,65.4,34.6,34.6
Adult Copper Dragon,Cloud Giant,34.5,65.5,34.5
Blue Dragon Wyrmling,Sea Hag,65.5,34.5,34.5
Elk,Magmin,65.5,34.5,34.5
Ghoul,"Wererat, Hybrid Form",65.5,34.5,34.5
Giant Octopus,Veteran,34.5,65.5,34.5
Giant Wolf Spider,Quasit,65.5,34.5,34.5
Imp,Priest,34.5,65.5,34.5
Kobold,Mule,34.5,65.5,34.5
Magmin,Swarm of Rats,34.5,65.5,34.5
Ogre,Winter Wolf,34.5,65.5,34.5
Ancient Copper Dragon,Ancient Green Dragon,34.4,65.6,34.4
Black Dragon Wyrmling,Merrow,34.4,65.6,34.4
Blue Dragon Wyrmling,Veteran,65.6,34.4,34.4
Clay Golem,Young Brass Dragon,65.6,34.4,34.4
Crocodile,Giant Vulture,65.6,34.4,34.4
Doppelganger,Saber-Toothed Tiger,34.4,65.6,34.4
Ghoul,Hobgoblin,65.6,34.4,34.4
Giant Crab,Giant Poisonous Snake,34.4,65.6,34.4
Gorgon,Ice Devil,34.4,65.6,34.4
Hell Hound,Will-o'-Wisp,65.6,34.4,34.4
Axe Beak,"Wererat, Rat Form",34.3,65.7,34.3
Cult Fanatic,Darkmantle,34.3,65.7,34.3
Cultist,Noble,34.3,65.7,34.3
Doppelganger,Manticore,34.3,65.7,34.3
Giant Constrictor Snake,Rhinoceros,65.7,34.3,34.3
Giant Frog,Scout,34.3,65.7,34.3
Giant Sea Horse,Hobgoblin,34.3,65.7,34.3
Gray Ooze,Imp,65.7,34.3,34.3
Spy,Swarm of Insects,34.3,65.7,34.3
Warhorse,White Dragon Wyrmling,34.3,65.7,34.3
Axe Beak,Brass Dragon Wyrmling,34.2,65.8,34.2
Blink Dog,Deep Gnome (Svirfneblin),34.2,65.8,34.2
Blink Dog,Giant Bat,34.2,65.8,34.2
Dire Wolf,Mummy,34.2,65.8,34.2
Drider,Medusa,34.2,65.8,34.2
Drow,Gnoll,34.2,65.8,34.2
Drow,Lizardfolk,34.2,65.8,34.2
Drow,Skeleton,65.8,34.2,34.2
Dryad,Steam Mephit,65.8,34.2,34.2
Elk,Giant Frog,65.8,34.2,34.2
Giant Owl,Giant Vulture,65.8,34.2,34.2
Gladiator,Xorn,34.2,65.8,34.2
Orc,Spy,65.8,34.2,34.2
Phase Spider,Specter,65.8,34.2,34.2
Axe Beak,Giant Poisonous Snake,65.9,34.1,34.1
Berserker,Manticore,65.9,34.1,34.1
Blink Dog,Giant Vulture,34.1,65.9,34.1
Blood Hawk,Giant Rat (Diseased),65.9,34.1,34.1
Camel,Steam Mephit,34.1,65.9,34.1
Centaur,Swarm of Quippers,65.9,34.1,34.1
Crocodile,Giant Eagle,34.1,65.9,34.1
Darkmantle,Swarm of Insects,34.1,65.9,34.1
Dust Mephit,Gray Ooze,65.9,34.1,34.1
Giant Lizard,Thug,34.1,65.9,34.1
Giant Rat,Violet Fungus,34.1,65.9,34.1
Giant Wasp,Noble,65.9,34.1,34.1
Hyena,Lemure,34.1,65.9,34.1
Reef Shark,Swarm of Insects,34.1,65.9,34.1
Specter,Swarm of Wasps,65.9,34.1,34.1
Animated Armor,Ochre Jelly,66.0,34.0,34.0
Assassin,Hunter Shark,66.0,34.0,34.0
Blink Dog,Giant Owl,34.0,66.0,34.0
Crocodile,Swarm of Wasps,34.0,66.0,34.0
Dretch,Dryad,66.0,34.0,34.0
Drow,Elk,66.0,34.0,34.0
Ghoul,Gnoll,66.0,34.0,34.0
Giant Sea Horse,Ice Mephit,66.0,34.0,34.0
Gnoll,Hobgoblin,66.0,34.0,34.0
Guardian Naga,"Vampire, Bat Form",66.0,34.0,34.0
Scout,Shadow,34.0,66.0,34.0
Sea Hag,Succubus/Incubus,66.0,34.0,34.0
Swarm of Poisonous Snakes,Warhorse Skeleton,66.0,34.0,34.0
Ankheg,Saber-Toothed Tiger,33.9,66.1,33.9
Archmage,Succubus/Incubus,33.9,66.1,33.9
Blood Hawk,Goblin,33.9,66.1,33.9
Chain Devil,Lamia,66.1,33.9,33.9
Constrictor Snake,Imp,66.1,33.9,33.9
Deep Gnome (Svirfneblin),Swarm of Wasps,33.9,66.1,33.9
Drider,Rhinoceros,33.9,66.1,33.9
Flying Sword,"Wererat, Human Form",33.9,66.1,33.9
Ghoul,Spy,66.1,33.9,33.9
Giant Rat,Giant Rat (Diseased),66.1,33.9,33.9
Giant Wolf Spider,Zombie,33.9,66.1,33.9
Imp,Noble,66.1,33.9,33.9
Mammoth,Stone Giant,66.1,33.9,33.9
Minotaur Skeleton,Wyvern,33.9,66.1,33.9
Ogre,Ogre Zombie,33.9,66.1,33.9
Specter,Warhorse,66.1,33.9,33.9
Ankheg,Giant Scorpion,66.2,33.8,33.8
Azer,Swarm of Poisonous Snakes,66.2,33.8,33.8
Bandit,Cultist,66.2,33.8,33.8
Barbed Devil,Plesiosaurus,33.8,66.2,33.8
Bearded Devil,White Dragon Wyrmling,66.2,33.8,33.8
Doppelganger,Merrow,66.2,33.8,33.8
Ettercap,"Werewolf, Hybrid Form",33.8,66.2,33.8
Ghoul,Giant Goat,66.2,33.8,33.8
Giant Ape,Mammoth,66.2,33.8,33.8
Giant Rat (Diseased),Giant Wolf Spider,33.8,66.2,33.8
Priest,Swarm of Rats,33.8,66.2,33.8
Sea Hag,"Wereboar, Hybrid Form",33.8,66.2,33.8
Thug,"Wererat, Hybrid Form",66.2,33.8,33.8
"Weretiger, Hybrid Form",Winter Wolf,66.2,33.8,33.8
Basilisk,Blue Dragon Wyrmling,33.7,66.3,33.7
Basilisk,Giant Octopus,66.3,33.7,33.7
Bearded Devil,Mimic,33.7,66.3,33.7
Berserker,Spirit Naga,33.7,66.3,33.7
Copper Dragon Wyrmling,Giant Eagle,66.3,33.7,33.7
Couatl,"Vampire, Bat Form",33.7,66.3,33.7
Cult Fanatic,Drow,66.3,33.7,33.7
Giant Octopus,Merrow,66.3,33.7,33.7
Giant Spider,White Dragon Wyrmling,33.7,66.3,33.7
Manticore,Silver Dragon Wyrmling,33.7,66.3,33.7
Mimic,Will-o'-Wisp,66.3,33.7,33.7
Skeleton,Swarm of Bats,33.7,66.3,33.7
Solar,Storm Giant,66.3,33.7,33.7
Swarm of Rats,Swarm of Ravens,33.7,66.3,33.7
Thug,Warhorse,33.7,66.3,33.7
Unicorn,"Weretiger, Human Form",66.3,33.7,33.7
Wraith,Wyvern,66.3,33.7,33.7
Animated Armor,Wight,66.4,33.6,33.6
Berserker,Sea Hag,66.4,33.6,33.6
Black Bear,Cockatrice,66.4,33.6,33.6
Brass Dragon Wyrmling,Deep Gnome (Svirfneblin),66.4,33.6,33.6
Dire Wolf,Giant Elk,33.6,66.4,33.6
Drow,Flying Sword,33.6,66.4,33.6
Erinyes,Stone Giant,33.6,66.4,33.6
Ghast,"Werewolf, Hybrid Form",66.4,33.6,33.6
Giant Frog,Priest,33.6,66.4,33.6
Goblin,Skeleton,33.6,66.4,33.6
Harpy,Orc,66.4,33.6,33.6
Owlbear,Silver Dragon Wyrmling,66.4,33.6,33.6
Owlbear,Vampire Spawn,66.4,33.6,33.6
Swarm of Rats,Thug,33.6,66.4,33.6
Swarm of Wasps,Warhorse Skeleton,33.6,66.4,33.6
Young Green Dragon,Young White Dragon,66.4,33.6,33.6
Bone Devil,Hezrou,33.5,66.5,33.5
Deep Gnome (Svirfneblin),"Wererat, Human Form",33.5,66.5,33.5
Elk,Giant Wasp,66.5,33.5,33.5
Flying Sword,Hobgoblin,66.5,33.5,33.5
Gargoyle,Green Dragon Wyrmling,33.5,66.5,33.5
Giant Centipede,Giant Rat,33.5,66.5,33.5
Giant Rat,Goblin,33.5,66.5,33.5
Goblin,Sahuagin,33.5,66.5,33.5
Grimlock,Riding Horse,33.5,66.5,33.5
Gynosphinx,Hezrou,66.5,33.5,33.5
Hobgoblin,Magmin,66.5,33.5,33.5
Iron Golem,Roc,33.5,66.5,33.5
Knight,Plesiosaurus,33.5,66.5,33.5
Manticore,"Wereboar, Human Form",33.5,66.5,33.5
Owlbear,Troll,33.5,66.5,33.5
Rakshasa,Vrock,66.5,33.5,33.5
Silver Dragon Wyrmling,Spirit Naga,33.5,66.5,33.5
Blink Dog,Gnoll,33.4,66.6,33.4
Chimera,Rakshasa,66.6,33.4,33.4
Deer,Giant Centipede,33.4,66.6,33.4
Elk,Panther,66.6,33.4,33.4
Giant Octopus,Hunter Shark,33.4,66.6,33.4
Gibbering Mouther,Nightmare,33.4,66.6,33.4
Gladiator,Lamia,66.6,33.4,33.4
Killer Whale,"Vampire, Bat Form",66.6,33.4,33.4
Noble,Scout,33.4,66.6,33.4
Owlbear,"Wereboar, Human Form",66.6,33.4,33.4
Riding Horse,Wolf,66.6,33.4,33.4
Scout,Wolf,66.6,33.4,33.4
Shadow,Specter,33.4,66.6,33.4
"Werebear, Bear Form",Xorn,66.6,33.4,33.4
Adult Gold Dragon,Remorhaz,33.3,66.7,33.3
Animated Armor,Azer,33.3,66.7,33.3
Assassin,Drider,66.7,33.3,33.3
Bugbear,Swarm of Poisonous Snakes,66.7,33.3,33.3
Centaur,Ghast,66.7,33.3,33.3
Cockatrice,Panther,66.7,33.3,33.3
Death Dog,Mage,66.7,33.3,33.3
Doppelganger,Giant Hyena,66.7,33.3,33.3
Giant Octopus,Hell Hound,66.7,33.3,33.3
Giant Rat (Diseased),Giant Weasel,33.3,66.7,33.3
Giant Rat (Diseased),Goblin,33.3,66.7,33.3
Giant Spider,Ochre Jelly,33.3,66.7,33.3
Grick,"Werewolf, Wolf Form",33.3,66.7,33.3
Grimlock,Hobgoblin,33.3,66.7,33.3
Hill Giant,Night Hag,66.7,33.3,33.3
Knight,Silver Dragon Wyrmling,66.7,33.3,33.3
Mimic,Mummy,33.3,66.7,33.3
Specter,Swarm of Spiders,66.7,33.3,33.3
Axe Beak,"Wererat, Hybrid Form",33.2,66.8,33.2
Brass Dragon Wyrmling,Spy,66.8,33.2,33.2
Bronze Dragon Wyrmling,Ghast,66.8,33.2,33.2
Copper Dragon Wyrmling,White Dragon Wyrmling,33.2,66.8,33.2
Dust Mephit,Giant Frog,66.8,33.2,33.2
Elephant,"Vampire, Vampire Form",33.2,66.8,33.2
Ettin,Green Hag,33.2,66.8,33.2
Giant Ape,Young Bronze Dragon,66.8,33.2,33.2
Giant Crab,Grimlock,66.8,33.2,33.2
Giant Spider,Warhorse,66.8,33.2,33.2
Harpy,Rust Monster,66.8,33.2,33.2
Hill Giant,Triceratops,33.2,66.8,33.2
Polar Bear,Sea Hag,33.2,66.8,33.2
Rakshasa,Xorn,33.2,66.8,33.2
Satyr,"Wererat, Human Form",66.8,33.2,33.2
"Wereboar, Boar Form","Wereboar, Human Form",66.8,33.2,33.2
Adult Black Dragon,Behir,66.9,33.1,33.1
Adult Green Dragon,Fire Giant,33.1,66.9,33.1
Ankheg,Ghast,66.9,33.1,33.1
Black Bear,Swarm of Rats,33.1,66.9,33.1
Blue Dragon Wyrmling,Saber-Toothed Tiger,66.9,33.1,33.1
Bugbear,Mummy,33.1,66.9,33.1
Giant Wasp,Ice Mephit,66.9,33.1,33.1
Giant Wolf Spider,Gray Ooze,33.1,66.9,33.1
Grick,Will-o'-Wisp,33.1,66.9,33.1
Half-Red Dragon Veteran,Hunter Shark,66.9,33.1,33.1
Ice Devil,Young Bronze Dragon,66.9,33.1,33.1
Invisible Stalker,Oni,33.1,66.9,33.1
Swarm of Insects,"Wererat, Human Form",66.9,33.1,33.1
Centaur,Giant Boar,67.0,33.0,33.0
Constrictor Snake,Pony,67.0,33.0,33.0
Cultist,Imp,33.0,67.0,33.0
Deep Gnome (Svirfneblin),Hobgoblin,67.0,33.0,33.0
Doppelganger,Mimic,67.0,33.0,33.0
Horned Devil,Tyrannosaurus Rex,33.0,67.0,33.0
Kraken,Remorhaz,67.0,33.0,33.0
Merrow,Mummy,33.0,67.0,33.0
Chuul,Elephant,32.9,67.1,32.9
Copper Dragon Wyrmling,Swarm of Spiders,67.1,32.9,32.9
Crocodile,Swarm of Insects,32.9,67.1,32.9
Doppelganger,Sea Hag,32.9,67.1,32.9
Giant Octopus,Manticore,32.9,67.1,32.9
Giant Weasel,Riding Horse,32.9,67.1,32.9
Glabrezu,Gorgon,67.1,32.9,32.9
Gray Ooze,Scout,32.9,67.1,32.9
Green Hag,Oni,67.1,32.9,32.9
Griffon,Rhinoceros,32.9,67.1,32.9
Hydra,Shambling Mound,67.1,32.9,32.9
Orc,Shadow,67.1,32.9,32.9
Plesiosaurus,"Weretiger, Hybrid Form",67.1,32.9,32.9
Spy,Swarm of Beetles,32.9,67.1,32.9
Swarm of Centipedes,Warhorse Skeleton,32.9,67.1,32.9
Ankheg,Veteran,32.8,67.2,32.8
Awakened Tree,Fire Elemental,32.8,67.2,32.8
Bandit Captain,Gibbering Mouther,32.8,67.2,32.8
Blue Dragon Wyrmling,Giant Elk,67.2,32.8,32.8
Centaur,Veteran,32.8,67.2,32.8
Death Dog,Grick,32.8,67.2,32.8
Dretch,Giant Frog,32.8,67.2,32.8
Dretch,Giant Wasp,32.8,67.2,32.8
Ettin,Invisible Stalker,67.2,32.8,32.8
Giant Ape,Gorgon,67.2,32.8,32.8
Giant Owl,Swarm of Spiders,32.8,67.2,32.8
Glabrezu,Young Bronze Dragon,67.2,32.8,32.8
Guardian Naga,Water Elemental,67.2,32.8,32.8
Hezrou,Young Green Dragon,32.8,67.2,32.8
Otyugh,"Vampire, Bat Form",32.8,67.2,32.8
Owlbear,Winter Wolf,32.8,67.2,32.8
Triceratops,Young Copper Dragon,67.2,32.8,32.8
Dretch,Magmin,32.7,67.3,32.7
Elephant,Otyugh,67.3,32.7,32.7
Giant Constrictor Snake,Gold Dragon Wyrmling,32.7,67.3,32.7
Knight,Ogre,67.3,32.7,32.7
Salamander,Swarm of Quippers,67.3,32.7,32.7
Bandit,Giant Crab,32.6,67.4,32.6
Darkmantle,Giant Vulture,67.4,32.6,32.6
Drow,Giant Bat,32.6,67.4,32.6
Giant Frog,Hobgoblin,32.6,67.4,32.6
Giant Goat,Specter,32.6,67.4,32.6
Goat,Vulture,67.4,32.6,32.6
Ogre Zombie,Red Dragon Wyrmling,32.6,67.4,32.6
Orc,Reef Shark,67.4,32.6,32.6
Axe Beak,Draft Horse,32.5,67.5,32.5
Bandit Captain,Giant Octopus,67.5,32.5,32.5
Bearded Devil,Centaur,32.5,67.5,32.5
Copper Dragon Wyrmling,Swarm of Centipedes,67.5,32.5,32.5
Copper Dragon Wyrmling,Swarm of Insects,67.5,32.5,32.5
Couatl,Otyugh,67.5,32.5,32.5
Crocodile,Swarm of Beetles,32.5,67.5,32.5
Darkmantle,Swarm of Rats,67.5,32.5,32.5
Ettercap,Giant Toad,67.5,32.5,32.5
Giant Bat,Hobgoblin,67.5,32.5,32.5
Giant Crab,Giant Weasel,67.5,32.5,32.5
Giant Elk,"Wereboar, Hybrid Form",32.5,67.5,32.5
Giant Sea Horse,Pony,67.5,32.5,32.5
Gorgon,Marilith,32.5,67.5,32.5
Hippogriff,Reef Shark,67.5,32.5,32.5
Hobgoblin,Swarm of Beetles,32.5,67.5,32.5
Hobgoblin,Swarm of Ravens,32.5,67.5,32.5
Mummy Lord,Young White Dragon,32.5,67.5,32.5
Phase Spider,Swarm of Poisonous Snakes,32.5,67.5,32.5
Sahuagin,Scout,32.5,67.5,32.5
Satyr,Swarm of Ravens,67.5,32.5,32.5
Silver Dragon Wyrmling,Unicorn,32.5,67.5,32.5
"Werebear, Hybrid Form",Xorn,67.5,32.5,32.5
"Wereboar, Human Form","Weretiger, Human Form",32.5,67.5,32.5
Bandit,Steam Mephit,67.6,32.4,32.4
Black Dragon Wyrmling,Centaur,32.4,67.6,32.4
Blink Dog,Crocodile,32.4,67.6,32.4
Blink Dog,Lizardfolk,32.4,67.6,32.4
Boar,Magmin,32.4,67.6,32.4
Cockatrice,Giant Frog,67.6,32.4,32.4
Gargoyle,Warhorse Skeleton,67.6,32.4,32.4
Giant Owl,Swarm of Insects,32.4,67.6,32.4
Giant Spider,Tiger,32.4,67.6,32.4
Gray Ooze,Ice Mephit,67.6,32.4,32.4
Hobgoblin,"Wererat, Rat Form",32.4,67.6,32.4
Ancient Brass Dragon,Remorhaz,67.7,32.3,32.3
Archmage,Giant Hyena,67.7,32.3,32.3
Blink Dog,Wolf,67.7,32.3,32.3
Boar,Mule,67.7,32.3,32.3
Bronze Dragon Wyrmling,Mummy,32.3,67.7,32.3
Djinni,Young Black Dragon,67.7,32.3,32.3
Drow,Magmin,67.7,32.3,32.3
Elk,Swarm of Bats,32.3,67.7,32.3
Giant Centipede,Giant Rat (Diseased),32.3,67.7,32.3
Giant Octopus,Sea Hag,32.3,67.7,32.3
Giant Weasel,Scout,32.3,67.7,32.3
Griffon,Silver Dragon Wyrmling,32.3,67.7,32.3
Plesiosaurus,"Weretiger, Tiger Form",67.7,32.3,32.3
Animated Armor,Swarm of Quippers,32.2,67.8,32.2
Ankheg,Bugbear,67.8,32.2,32.2
Cult Fanatic,Riding Horse,67.8,32.2,32.2
Ettercap,Gargoyle,32.2,67.8,32.2
Ettercap,Will-o'-Wisp,32.2,67.8,32.2
Flying Sword,Satyr,32.2,67.8,32.2
Ghoul,Giant Owl,67.8,32.2,32.2
Goblin,Quasit,67.8,32.2,32.2
Imp,Pony,67.8,32.2,32.2
Invisible Stalker,Wyvern,32.2,67.8,32.2
Owlbear,Pegasus,67.8,32.2,32.2
Swarm of Poisonous Snakes,Worg,67.8,32.2,32.2
Adult Blue Dragon,Adult Bronze Dragon,67.9,32.1,32.1
Black Bear,Giant Crab,67.9,32.1,32.1
Boar,Imp,32.1,67.9,32.1
Cockatrice,Hobgoblin,32.1,67.9,32.1
Cultist,Giant Rat (Diseased),67.9,32.1,32.1
Cultist,Grimlock,32.1,67.9,32.1
Darkmantle,Giant Bat,67.9,32.1,32.1
Doppelganger,Hell Hound,67.9,32.1,32.1
Eagle,Hyena,67.9,32.1,32.1
Efreeti,Mammoth,67.9,32.1,32.1
Flying Sword,Specter,32.1,67.9,32.1
Giant Boar,Mummy,32.1,67.9,32.1
Giant Goat,Warhorse,32.1,67.9,32.1
Giant Wasp,Pony,67.9,32.1,32.1
Giant Wolf Spider,Violet Fungus,67.9,32.1,32.1
Hobgoblin,Spy,32.1,67.9,32.1
Invisible Stalker,Minotaur,32.1,67.9,32.1
Lion,"Wererat, Human Form",67.9,32.1,32.1
Mammoth,Roper,67.9,32.1,32.1
Merrow,Succubus/Incubus,32.1,67.9,32.1
Axe Beak,Blink Dog,68.0,32.0,32.0
Brass Dragon Wyrmling,Flying Sword,68.0,32.0,32.0
Copper Dragon Wyrmling,Satyr,68.0,32.0,32.0
Elephant,"Werebear, Bear Form",32.0,68.0,32.0
Elk,Gray Ooze,68.0,32.0,32.0
Flying Sword,Giant Poisonous Snake,68.0,32.0,32.0
Ghost,Gold Dragon Wyrmling,32.0,68.0,32.0
Giant Scorpion,"Werewolf, Hybrid Form",68.0,32.0,32.0
Lemure,Pseudodragon,32.0,68.0,32.0
Phase Spider,Warhorse,68.0,32.0,32.0
Ankheg,Will-o'-Wisp,68.1,31.9,31.9
Axe Beak,Ghoul,31.9,68.1,31.9
Brown Bear,Phase Spider,68.1,31.9,31.9
Copper Dragon Wyrmling,Swarm of Wasps,68.1,31.9,31.9
Crocodile,Lion,31.9,68.1,31.9
Death Dog,Giant Toad,31.9,68.1,31.9
Ettercap,Ghast,31.9,68.1,31.9
Flesh Golem,Vrock,31.9,68.1,31.9
Green Dragon Wyrmling,Salamander,31.9,68.1,31.9
Gynosphinx,Roper,31.9,68.1,31.9
Knight,"Weretiger, Human Form",68.1,31.9,31.9
Noble,Priest,31.9,68.1,31.9
Bearded Devil,Giant Hyena,31.8,68.2,31.8
Black Bear,Giant Sea Horse,68.2,31.8,31.8
Couatl,"Werebear, Hybrid Form",31.8,68.2,31.8
Crocodile,Swarm of Rats,68.2,31.8,31.8
Deva,Guardian Naga,31.8,68.2,31.8
Dust Mephit,Imp,68.2,31.8,31.8
Ghast,Salamander,31.8,68.2,31.8
Giant Eagle,Orc,68.2,31.8,31.8
Giant Owl,Swarm of Rats,68.2,31.8,31.8
Giant Poisonous Snake,Spy,31.8,68.2,31.8
Hezrou,Young Brass Dragon,68.2,31.8,31.8
Hobgoblin,Wolf,68.2,31.8,31.8
Plesiosaurus,Vrock,31.8,68.2,31.8
Rhinoceros,Sea Hag,68.2,31.8,31.8
Thug,"Wererat, Rat Form",68.2,31.8,31.8
Boar,Pseudodragon,68.3,31.7,31.7
Couatl,Green Hag,68.3,31.7,31.7
Duergar,White Dragon Wyrmling,31.7,68.3,31.7
Giant Elk,Vampire Spawn,31.7,68.3,31.7
Giant Goat,Shadow,68.3,31.7,31.7
Giant Octopus,Green Dragon Wyrmling,68.3,31.7,31.7
Green Dragon Wyrmling,Mummy,31.7,68.3,31.7
Grimlock,Scout,31.7,68.3,31.7
Minotaur,Water Elemental,31.7,68.3,31.7
Salamander,Succubus/Incubus,31.7,68.3,31.7
Skeleton,Zombie,68.3,31.7,31.7
Swarm of Beetles,Warhorse Skeleton,31.7,68.3,31.7
Young Brass Dragon,Young White Dragon,31.7,68.3,31.7
Ape,Swarm of Beetles,31.6,68.4,31.6
Awakened Tree,Ogre Zombie,68.4,31.6,31.6
Basilisk,Centaur,68.4,31.6,31.6
Crocodile,Hobgoblin,68.4,31.6,31.6
Draft Horse,Hippogriff,68.4,31.6,31.6
Drider,Gelatinous Cube,68.4,31.6,31.6
Elephant,Green Hag,68.4,31.6,31.6
Ettercap,"Werewolf, Wolf Form",31.6,68.4,31.6
Ghost,Ogre Zombie,31.6,68.4,31.6
Ghost,Troll,31.6,68.4,31.6
Giant Bat,Swarm of Beetles,31.6,68.4,31.6
Giant Crab,Swarm of Rats,31.6,68.4,31.6
Giant Wolf Spider,Wolf,31.6,68.4,31.6
Green Hag,"Vampire, Bat Form",31.6,68.4,31.6
Hobgoblin,Swarm of Insects,31.6,68.4,31.6
Lich,Roper,31.6,68.4,31.6
Swarm of Centipedes,Worg,31.6,68.4,31.6
Bearded Devil,Polar Bear,31.5,68.5,31.5
Brass Dragon Wyrmling,Crocodile,68.5,31.5,31.5
Clay Golem,Hydra,68.5,31.5,31.5
Cockatrice,Constrictor Snake,68.5,31.5,31.5
Death Dog,Warhorse Skeleton,31.5,68.5,31.5
Djinni,Young Bronze Dragon,31.5,68.5,31.5
Doppelganger,Hunter Shark,31.5,68.5,31.5
Gelatinous Cube,"Wereboar, Hybrid Form",31.5,68.5,31.5
Giant Vulture,Swarm of Insects,31.5,68.5,31.5
Grick,Swarm of Quippers,31.5,68.5,31.5
Ogre Zombie,Troll,68.5,31.5,31.5
Specter,Swarm of Centipedes,68.5,31.5,31.5
Black Bear,Shadow,31.4,68.6,31.4
Black Dragon Wyrmling,Giant Octopus,31.4,68.6,31.4
Drow,Giant Vulture,31.4,68.6,31.4
Duergar,Tiger,31.4,68.6,31.4
Ghast,Swarm of Poisonous Snakes,68.6,31.4,31.4
Ghoul,Lizardfolk,68.6,31.4,31.4
Giant Badger,Giant Wasp,31.4,68.6,31.4
Giant Poisonous Snake,Hippogriff,31.4,68.6,31.4
Giant Weasel,Giant Wolf Spider,68.6,31.4,31.4
Hobgoblin,Swarm of Wasps,31.4,68.6,31.4
Magmin,Swarm of Bats,31.4,68.6,31.4
Orc,Warhorse Skeleton,31.4,68.6,31.4
Reef Shark,Swarm of Rats,68.6,31.4,31.4
Ancient Brass Dragon,Balor,68.7,31.3,31.3
Archmage,Mimic,68.7,31.3,31.3
Assassin,Knight,31.3,68.7,31.3
Assassin,Sea Hag,68.7,31.3,31.3
Balor,Roc,68.7,31.3,31.3
Black Dragon Wyrmling,Warhorse Skeleton,68.7,31.3,31.3
Clay Golem,Mummy Lord,68.7,31.3,31.3
Doppelganger,Green Dragon Wyrmling,68.7,31.3,31.3
Ghost,Veteran,68.7,31.3,31.3
Giant Crab,Goblin,68.7,31.3,31.3
Green Hag,Wyvern,68.7,31.3,31.3
Grick,"Werewolf, Hybrid Form",31.3,68.7,31.3
Hobgoblin,Swarm of Spiders,31.3,68.7,31.3
Hunter Shark,Succubus/Incubus,68.7,31.3,31.3
Magmin,Pony,68.7,31.3,31.3
Nightmare,Ogre Zombie,68.7,31.3,31.3
Young Copper Dragon,Young Green Dragon,31.3,68.7,31.3
Adult Brass Dragon,Young Silver Dragon,68.8,31.2,31.2
Ankheg,Black Pudding,68.8,31.2,31.2
Basilisk,Giant Hyena,68.8,31.2,31.2
Bone Devil,Clay Golem,31.2,68.8,31.2
Brass Dragon Wyrmling,Darkmantle,68.8,31.2,31.2
Brass Dragon Wyrmling,Giant Owl,68.8,31.2,31.2
Chimera,Water Elemental,31.2,68.8,31.2
Ettin,Otyugh,31.2,68.8,31.2
Ghast,Mummy,31.2,68.8,31.2
Giant Frog,Grimlock,68.8,31.2,31.2
Giant Octopus,Swarm of Quippers,68.8,31.2,31.2
Giant Owl,Lion,31.2,68.8,31.2
Ice Devil,Roper,68.8,31.2,31.2
Night Hag,Young Copper Dragon,31.2,68.8,31.2
Specter,Swarm of Beetles,68.8,31.2,31.2
Specter,Swarm of Insects,68.8,31.2,31.2
Veteran,"Wereboar, Hybrid Form",31.2,68.8,31.2
Adult Brass Dragon,Adult White Dragon,31.1,68.9,31.1
Azer,Giant Octopus,31.1,68.9,31.1
Basilisk,Salamander,68.9,31.1,31.1
Behir,Tyrannosaurus Rex,68.9,31.1,31.1
Chain Devil,Deva,31.1,68.9,31.1
